,Ticker,Sector,Sub-Sector,Country,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
50,GIS,Consumer Goods , Processed & Packaged Goods , USA,S&P; 500,16.83,2.75,0.20%,593.89M,2.23%,27.46B,14.27,3.24,-11.35%,591.33M,4.52%,1.61B,3.27,0.64,73.70%,4.77%,7.39%,15.74B,1.74,-1.00%,-0.74%,5.26,-17.49%,10.46,4.42,6.23%,8.80%,48.24,-19.33%,0.67,68.81,5.15%,44.30%,41.01 - 60.69,-22.03%,1.96,25.45,-0.30%,8.80%,-23.83%,0.74,4.24%,0.30,-2.40%,34.60%,12.73%,0.87,40000,0.60,2.20%,15.80%,57.70,1.48% 1.97%,Yes,2.58,-18.80%,13.50%,0.93,45.80,Yes,2.06,Jun 27 BMO,52.90%,5.35M,46.23,2.70,2.84%,3.54%,-6.84%,"4,975,871",0.94%
51,GPN,Services , Business Services , USA,S&P; 500,46.99,2.49,0.80%,159.59M,0.65%,18.66B,19.63,5.96,-5.04%,156.89M,-0.86%,394.50M,2.42,1.41,99.60%,2.89%,1.52%,3.72B,5.01,145.80%,-0.11%,4.31,8.68%,24.09,4.85,15.80%,4.40%,131.93,23.96%,6.89,16.97,19.39%,14.60%,92.90 - 121.00,16.64%,0.04,33.92,7.60%,5.50%,-3.37%,1.18,0.03%,1.10,10.80%,59.20%,25.85%,2.52,10000,1.10,-13.40%,18.00%,50.52,1.88% 2.23%,Yes,1.27,56.80%,14.90%,0.93,118.35,Yes,1.11,Aug 02 BMO,1.10%,1.05M,116.92,1.90,0.28%,1.13%,6.27%,"974,538",-1.21%
52,HAL,Basic Materials , Oil & Gas Equipment & Services , USA,S&P; 500,39.27,1.01,0.10%,881.78M,-5.54%,35.01B,14.11,2.81,0.66%,877.27M,-11.90%,887.00M,0.88,0.59,81.50%,2.27%,-25.05%,23.27B,1.50,105.60%,-0.69%,2.26,-17.07%,10.06,3.95,28.15%,0.40%,54.64,0.38%,2.80,14.16,44.70%,1.10%,38.18 - 57.86,-18.76%,0.72,29.97,-33.00%,5.20%,-31.39%,1.07,1.81%,1.70,-6.30%,13.10%,3.98%,1.02,55000,2.20,24.00%,9.30%,29.12,2.33% 2.28%,Yes,1.23,1725.00%,0.40%,1.06,40.67,Yes,1.18,Jul 23 BMO,654.80%,8.80M,39.70,1.80,-5.64%,-10.79%,-16.21%,"9,292,369",-2.39%
53,HIG,Financial , Property & Casualty Insurance , USA,S&P; 500,13.91,3.67,0.20%,363.90M,-2.82%,18.56B,10.19,5.00,-22.08%,356.38M,-4.26%,1.32B,0.67,1.09,92.20%,0.83%,-3.54%,18.08B,1.03,8.90%,-0.25%,1.52,-6.49%,35.02,1.46,6.83%,-,59.73,-10.24%,0.40,126.23,20.83%,-,49.67 - 59.20,-9.40%,1.20,-,33.00%,5.00%,-13.87%,0.96,2.35%,-,-5.40%,-,2.66%,0.72,16400,-,13.50%,-,33.00,0.96% 1.41%,Yes,0.37,386.90%,-,0.75,51.04,Yes,0.34,Jul 26 AMC,-,1.95M,50.99,2.60,-2.77%,-2.71%,-5.34%,"1,465,937",-0.10%
54,HP,Basic Materials , Oil & Gas Drilling & Exploration , USA,S&P; 500,-,-0.25,0.80%,107.43M,0.28%,6.65B,58.53,1.06,-7.28%,105.76M,-0.34%,-27.00M,-,0.17,-,8.90%,-14.87%,2.32B,2.86,-135.30%,0.23%,7.27,-6.35%,40.79,1.52,828.07%,15.40%,67.83,35.85%,3.26,18.97,-,22.00%,42.16 - 75.02,-4.21%,2.84,-,-17.40%,-2.50%,-17.46%,1.37,4.59%,2.60,-10.60%,32.50%,46.87%,1.83,7270,3.00,30.10%,0.50%,49.68,3.35% 2.78%,Yes,0.11,106.40%,41.90%,1.08,63.56,Yes,0.11,Jul 26 BMO,31.30%,1.29M,61.92,2.90,1.54%,-1.74%,-4.34%,"1,395,923",-2.58%
55,HLT,Services , Lodging , USA,S&P; 500,32.97,2.31,1.40%,303.07M,-0.87%,23.10B,23.76,3.21,-93.96%,276.30M,-5.98%,732.00M,1.89,0.76,80.10%,2.77%,-9.48%,9.00B,2.57,35.50%,-23.40%,2.54,-11.34%,1.84,41.42,18.42%,9.90%,92.81,22.52%,1.40,54.61,17.48%,102.90%,60.54 - 88.11,-4.56%,0.60,31.09,11.10%,11.80%,-13.49%,1.27,0.79%,-,-0.30%,39.80%,25.90%,1.34,163000,0.80,10.40%,15.70%,33.47,1.59% 1.84%,Yes,13.65,57.10%,15.50%,0.93,76.54,Yes,13.63,Jul 25 BMO,13.60%,3.01M,76.22,2.00,-3.21%,-5.17%,-4.78%,"2,783,663",-0.42%
56,HRL,Consumer Goods , Meat Products , USA,S&P; 500,23.30,1.61,0.20%,529.51M,1.51%,19.90B,19.76,1.90,-25.94%,270.63M,2.34%,872.60M,2.22,0.39,44.20%,14.98%,3.30%,9.36B,2.13,-4.30%,1.55%,17.41,10.40%,9.98,3.77,2.59%,12.90%,35.58,9.75%,0.49,76.07,10.50%,18.70%,29.75 - 38.00,3.27%,0.75,33.39,11.10%,16.40%,-1.11%,0.30,2.00%,0.70,2.20%,21.00%,26.32%,0.58,20600,1.60,6.60%,13.10%,61.65,1.26% 1.52%,Yes,0.15,9.20%,10.10%,1.95,37.24,Yes,0.12,Aug 23 BMO,39.20%,2.33M,37.58,2.70,2.16%,2.46%,6.86%,"4,545,653",0.91%
57,HBAN,Financial , Regional - Midwest Banks , USA,S&P; 500,15.22,1.05,0.90%,1.12B,-1.06%,17.83B,11.53,1.38,-1.20%,1.09B,6.64%,1.19B,1.04,0.32,80.60%,2.97%,5.36%,3.65B,4.88,23.40%,0.00%,3.76,0.13%,9.31,1.71,12.01%,1.30%,17.42,22.38%,1.43,11.10,14.65%,13.20%,12.14 - 16.60,9.27%,0.56,12.19,4.60%,13.00%,-4.16%,1.34,3.52%,-,12.20%,-,31.05%,0.26,15732,-,14.80%,78.10%,60.88,1.69% 1.64%,Yes,0.95,30.40%,36.00%,1.13,15.93,Yes,0.95,Jul 25 BMO,31.40%,8.61M,15.91,2.20,2.40%,3.90%,5.51%,"9,721,979",-0.13%
58,ITW,Industrial Goods , Diversified Machinery , USA,S&P; 500,18.69,7.42,0.20%,348.52M,-1.29%,48.30B,16.80,8.25,0.26%,338.03M,-3.22%,2.54B,1.52,1.89,79.70%,0.91%,-3.96%,14.82B,3.26,18.70%,-0.28%,1.91,-14.70%,11.24,12.33,8.68%,11.60%,152.93,-0.36%,4.67,29.67,12.31%,42.90%,134.66 - 179.07,-16.94%,4.00,37.88,7.50%,19.90%,-22.61%,1.28,2.89%,1.40,-0.70%,41.80%,2.92%,2.93,50000,1.70,6.40%,24.60%,45.36,1.83% 2.03%,Yes,1.96,16.40%,12.70%,1.29,137.30,Yes,1.60,Jul 23 BMO,54.00%,1.61M,138.59,2.60,-1.01%,-2.50%,-10.86%,"2,084,713",0.94%
59,INTC,Technology , Semiconductor - Broad Line , USA,DJIA S&P500;,12.20,3.89,0.05%,4.72B,-5.00%,223.81B,11.08,4.29,-7.63%,4.61B,-8.29%,18.51B,1.19,1.15,70.00%,1.81%,-13.14%,66.23B,3.38,46.60%,-0.09%,3.28,4.58%,15.07,3.15,2.96%,10.50%,56.03,31.83%,2.59,18.31,10.22%,19.00%,34.38 - 57.60,2.82%,1.20,30.42,7.80%,12.40%,-17.60%,0.97,2.53%,1.20,3.30%,61.90%,38.05%,1.12,102700,1.60,14.90%,30.30%,32.52,2.00% 2.06%,Yes,0.40,75.40%,20.10%,1.05,48.12,Yes,0.35,Jul 26 AMC,40.20%,25.40M,47.46,2.50,-5.14%,-7.95%,-3.67%,"26,553,330",-1.37%
60,IPG,Services , Advertising Agencies , USA,S&P; 500,15.60,1.42,0.50%,384.48M,0.05%,8.51B,12.22,1.81,-20.91%,381.24M,-0.54%,558.50M,2.14,0.47,-,6.29%,-7.90%,8.80B,0.97,-8.40%,-0.41%,6.99,-9.60%,5.37,4.12,5.90%,4.90%,23.64,5.53%,-,-,7.30%,28.30%,18.30 - 26.01,9.82%,0.84,297.64,7.80%,17.60%,-14.88%,1.18,3.79%,0.90,2.50%,-,20.98%,0.47,50200,0.90,9.40%,11.00%,45.71,1.37% 2.15%,Yes,0.99,39.10%,6.80%,0.83,22.13,Yes,0.62,Jul 24 BMO,50.60%,3.43M,22.14,2.90,-0.01%,-2.96%,-0.09%,"2,837,188",0.05%
61,IVZ,Financial , Asset Management , USA,S&P; 500,9.54,2.54,0.70%,425.82M,-5.47%,10.30B,8.46,2.86,-13.11%,404.72M,-4.95%,1.04B,1.63,0.67,88.50%,1.94%,-15.12%,5.43B,1.90,18.10%,2.15%,2.04,-27.04%,21.30,1.14,6.40%,3.70%,30.58,-28.44%,3.48,6.96,5.86%,13.50%,24.31 - 38.43,-33.77%,1.20,28.10,10.90%,5.60%,-37.03%,1.69,4.96%,-,4.90%,70.50%,-0.45%,0.66,7315,-,8.50%,24.90%,36.09,1.94% 2.53%,Yes,0.90,1.40%,21.60%,1.01,24.99,Yes,0.90,Jul 26 BMO,40.90%,3.84M,24.20,2.30,-5.87%,-8.51%,-23.62%,"3,890,363",-3.16%
62,JBHT,Services , Trucking , USA,S&P; 500,17.74,6.84,2.40%,110.07M,-0.49%,13.35B,18.97,6.39,-9.80%,86.72M,-0.21%,757.10M,0.85,1.44,77.80%,3.01%,-3.05%,7.92B,1.69,65.70%,1.13%,3.15,1.09%,18.58,6.53,18.06%,17.20%,133.80,24.57%,0.14,878.46,20.81%,41.50%,95.93 - 131.74,5.51%,0.96,176.62,19.60%,25.00%,-7.92%,0.93,0.79%,-,7.30%,18.50%,26.46%,2.50,24681,1.10,23.90%,8.80%,47.48,1.45% 1.91%,Yes,0.49,55.10%,9.50%,0.48,121.57,Yes,0.37,Jul 16 BMO,13.60%,828.55K,121.31,2.30,0.64%,-1.65%,2.61%,"397,756",-0.21%
63,JCI,Consumer Goods , Auto Parts , USA,S&P; 500,14.20,2.64,0.10%,936.75M,0.62%,35.17B,12.34,3.04,-2.33%,923.95M,6.34%,2.47B,1.64,0.94,95.80%,3.02%,3.10%,31.17B,1.13,59.60%,1.13%,6.59,0.11%,22.44,1.67,8.10%,4.50%,40.36,-0.74%,0.33,114.58,8.65%,11.00%,32.89 - 42.60,-1.47%,1.04,23.51,31.10%,6.90%,-11.85%,0.87,2.77%,0.80,25.00%,30.10%,14.16%,0.75,121000,1.10,5.70%,11.30%,61.94,1.96% 2.00%,Yes,0.58,32.20%,7.30%,1.05,36.99,Yes,0.50,Jul 31 BMO,42.20%,4.23M,37.55,2.80,2.33%,6.12%,2.44%,"4,455,528",1.51%
64,K,Consumer Goods , Processed & Packaged Goods , USA,S&P; 500,14.18,5.08,0.10%,345.05M,1.53%,24.88B,15.34,4.70,-81.85%,344.43M,2.05%,1.77B,2.05,1.08,92.30%,5.70%,17.25%,13.24B,1.88,85.50%,1.03%,7.80,6.44%,8.18,8.81,4.56%,10.60%,71.88,3.28%,0.74,96.80,6.92%,74.50%,56.40 - 73.24,6.06%,2.24,54.44,6.40%,14.20%,-1.56%,0.46,3.11%,0.50,-1.90%,38.00%,27.84%,1.22,33000,0.80,5.80%,16.00%,61.32,1.25% 1.87%,Yes,3.20,113.00%,13.30%,0.57,71.51,Yes,3.08,Aug 02 BMO,42.40%,2.52M,72.10,2.70,1.83%,4.31%,9.14%,"1,425,430",0.83%
65,KMI,Basic Materials , Oil & Gas Pipelines , USA,S&P; 500,-,-0.76,13.70%,2.18B,-1.06%,38.59B,17.52,1.01,0.00%,1.91B,0.23%,-1690.00M,-,0.21,64.30%,2.42%,8.11%,13.76B,2.80,-319.80%,0.39%,3.54,1.60%,14.99,1.18,12.07%,-0.50%,21.21,-5.94%,0.12,142.39,12.00%,-1.20%,14.69 - 19.85,-1.88%,0.80,129.06,-21.70%,0.30%,-10.68%,0.69,4.51%,0.40,6.60%,49.70%,20.69%,0.32,10897,0.50,1.80%,17.80%,49.05,1.75% 1.86%,Yes,1.14,-154.00%,-3.00%,0.87,17.95,Yes,1.07,Jul 18 AMC,-,13.03M,17.73,1.90,-0.60%,0.85%,3.32%,"11,335,289",-1.23%
66,KR,Services , Grocery Stores , USA,S&P; 500,9.66,3.11,0.70%,809.10M,-1.80%,24.32B,13.27,2.27,-0.37%,790.84M,5.77%,2.67B,1.47,0.37,85.70%,6.05%,20.53%,123.91B,0.20,-47.60%,0.14%,4.29,5.85%,8.31,3.62,7.09%,9.80%,27.43,30.07%,0.85,35.20,6.57%,54.70%,19.69 - 31.45,9.51%,0.56,86.86,-5.00%,7.00%,-4.43%,0.91,1.86%,0.30,4.90%,21.90%,52.67%,0.68,449000,0.80,3.40%,3.40%,59.98,2.46% 2.27%,Yes,2.05,628.30%,2.90%,0.68,30.45,Yes,1.73,Sep 20 BMO,11.80%,11.15M,30.06,2.30,2.92%,6.84%,14.83%,"7,587,880",-1.28%
67,LRCX,Technology , Semiconductor Equipment & Materials , USA,S&P; 500,10.16,17.01,0.30%,175.02M,-9.05%,30.25B,9.45,18.30,-17.18%,162.48M,-2.49%,2.97B,0.47,3.21,90.90%,8.04%,-16.47%,11.08B,2.73,77.00%,-0.43%,4.19,-5.56%,41.90,4.12,15.96%,13.20%,241.55,7.88%,37.05,4.66,21.40%,24.90%,156.52 - 234.88,-6.11%,4.40,19.87,47.00%,18.10%,-26.42%,1.41,2.55%,2.20,24.60%,46.60%,10.42%,5.19,9400,2.60,34.30%,23.30%,40.43,2.16% 2.54%,Yes,0.48,39.50%,15.20%,0.94,176.69,Yes,0.27,Jul 26 AMC,17.40%,3.11M,172.83,1.90,-5.21%,-3.68%,-10.60%,"2,914,624",-2.18%
68,LLY,Healthcare , Drug Manufacturers - Major , USA,S&P; 500,61.51,1.68,11.30%,1.07B,1.04%,111.00B,18.00,5.74,-1.96%,1.07B,15.36%,1.77B,5.08,1.35,79.20%,1.40%,27.29%,23.87B,4.65,-37.00%,-0.36%,4.08,34.14%,11.22,9.21,4.95%,-0.30%,96.88,26.46%,6.43,16.06,12.10%,-1.10%,73.69 - 103.81,22.34%,2.25,53.28,-15.00%,6.60%,-0.46%,0.24,2.18%,1.10,0.20%,72.90%,40.22%,1.52,40655,1.40,9.10%,9.10%,84.65,1.08% 1.77%,Yes,1.06,-126.50%,-0.60%,0.85,102.44,Yes,0.79,Jul 24 BMO,-,3.68M,103.33,2.30,6.01%,13.62%,22.98%,"3,133,794",0.87%
69,L,Financial , Property & Casualty Insurance , USA,S&P; 500,16.91,2.94,51.59%,319.89M,-2.01%,15.90B,12.27,4.05,-0.01%,256.27M,0.00%,971.00M,1.47,0.93,68.00%,2.37%,-3.10%,14.26B,1.11,49.30%,0.33%,5.06,1.72%,59.31,0.84,19.12%,1.40%,54.00,2.77%,1.42,35.10,11.54%,6.10%,45.01 - 53.59,-0.64%,0.25,6.65,3.40%,6.10%,-7.24%,0.68,0.50%,-,-0.70%,-,10.44%,0.57,18100,-,6.80%,14.60%,44.01,0.91% 1.10%,Yes,0.61,5.20%,8.10%,0.82,49.95,Yes,0.60,Jul 30 BMO,7.10%,1.20M,49.71,2.30,-1.16%,0.02%,-0.97%,"984,106",-0.48%
70,MAC,Financial , REIT - Retail , USA,S&P; 500,216.93,0.27,0.40%,141.21M,-1.51%,8.18B,62.89,0.92,0.00%,139.77M,0.87%,37.80M,1032.99,0.22,-,6.46%,6.35%,970.50M,8.43,-68.00%,1.05%,8.52,-5.91%,21.76,2.66,54.01%,0.30%,62.91,4.14%,0.66,88.42,0.21%,0.70%,52.12 - 69.73,-11.81%,2.96,-,-11.20%,0.70%,-16.94%,0.79,5.11%,-,4.50%,57.20%,11.13%,1.01,855,-,-5.20%,2.30%,48.33,1.40% 1.93%,Yes,1.74,-71.50%,2.40%,1.14,58.68,Yes,1.74,Aug 01 AMC,-,1.06M,57.92,2.60,-0.79%,0.55%,-2.85%,"1,203,703",-1.30%
71,MAR,Services , Lodging , USA,S&P; 500,19.97,6.03,0.70%,357.68M,-0.99%,43.08B,18.67,6.45,-6.50%,291.49M,-7.68%,2.21B,1.10,1.35,66.20%,2.15%,-14.25%,21.89B,1.97,95.40%,-0.04%,3.43,-17.08%,8.04,14.98,12.37%,6.60%,146.60,19.95%,1.02,117.69,18.16%,44.20%,96.90 - 149.21,-11.27%,1.64,32.17,24.60%,12.50%,-19.29%,1.35,1.36%,0.50,14.10%,17.20%,24.28%,2.41,177000,0.50,2.60%,11.20%,30.47,1.43% 2.03%,Yes,3.16,33.70%,7.30%,1.16,121.61,Yes,2.95,Aug 06 AMC,31.50%,1.83M,120.43,2.40,-5.54%,-7.87%,-10.08%,"2,115,678",-0.97%
72,MA,Financial , Credit Services , USA,S&P; 500,38.57,5.19,0.10%,1.04B,-1.29%,208.16B,26.74,7.49,-26.56%,911.81M,-2.97%,5.50B,1.71,1.68,78.20%,0.79%,4.09%,13.96B,14.92,18.70%,-0.26%,2.26,16.07%,5.04,39.73,16.69%,21.50%,229.28,52.18%,7.45,26.88,22.59%,82.50%,130.36 - 214.28,32.29%,1.00,44.33,14.80%,44.00%,-6.55%,1.18,0.50%,1.50,11.10%,-,53.61%,3.47,13400,1.50,20.00%,51.80%,44.30,1.23% 1.75%,Yes,1.11,36.60%,33.80%,0.91,203.88,Yes,1.11,Jul 26 BMO,21.00%,3.20M,200.24,1.70,-1.91%,-0.75%,13.21%,"2,898,245",-1.79%
73,MCK,Services , Drugs Wholesale , USA,S&P; 500,-,-6.12,0.29%,201.26M,1.90%,25.44B,8.82,14.34,-0.40%,197.01M,-6.06%,-1251.00M,-,3.32,94.70%,3.67%,-15.81%,209.91B,0.12,-116.50%,0.56%,4.13,-15.02%,46.57,2.71,7.80%,-0.60%,154.29,-15.30%,10.93,11.57,5.69%,-3.60%,122.63 - 178.86,-18.94%,1.56,15.28,-21.80%,-1.00%,-29.32%,1.24,1.23%,0.60,11.30%,5.40%,3.09%,2.53,78000,1.00,3.00%,0.00%,40.15,1.50% 2.15%,Yes,1.04,-147.70%,-0.20%,0.76,126.68,Yes,0.70,Jul 26 BMO,-,1.75M,126.42,2.60,-0.99%,-7.21%,-14.01%,"1,338,289",-0.21%
74,MTD,Healthcare , Medical Instruments & Supplies , USA,S&P; 500,31.87,17.55,0.10%,25.69M,-4.06%,14.37B,24.75,22.61,-65.17%,24.64M,-4.34%,458.70M,2.54,4.99,96.00%,2.65%,-0.23%,2.86B,5.03,19.30%,-0.40%,3.29,-10.44%,21.05,26.58,11.97%,15.30%,620.80,-3.67%,7.13,78.45,12.55%,71.80%,540.24 - 697.26,-9.70%,-,37.12,13.20%,29.30%,-19.77%,1.13,-,1.10,3.10%,57.50%,3.55%,10.26,15400,1.50,10.40%,20.80%,34.22,1.62% 1.81%,Yes,2.01,12.20%,13.50%,0.74,562.11,Yes,1.92,Jul 26 AMC,0.00%,198.23K,559.44,2.70,-4.96%,-4.41%,-7.44%,"146,004",-0.47%
75,MU,Technology , Semiconductor- Memory Chips , USA,S&P; 500,4.81,9.87,0.10%,1.21B,-11.05%,57.25B,4.08,11.65,-17.73%,1.11B,-16.63%,12.09B,0.13,3.33,81.00%,4.45%,-15.95%,28.09B,2.04,137.30%,-0.95%,1.10,9.30%,24.72,1.92,-1.05%,31.30%,80.93,60.01%,5.87,8.10,36.93%,51.00%,29.14 - 64.66,15.49%,-,5.19,44.20%,19.20%,-26.55%,1.64,-,2.10,19.80%,56.40%,62.97%,1.61,34100,2.60,40.10%,45.20%,25.69,2.88% 2.94%,Yes,0.26,108.40%,43.40%,1.27,50.62,Yes,0.21,Sep 19 AMC,0.00%,44.96M,47.49,2.00,-10.92%,-14.14%,-4.90%,"57,232,814",-6.18%
76,TAP,Consumer Goods , Beverages - Brewers , USA,S&P; 500,12.57,5.35,0.50%,221.26M,0.90%,14.86B,13.22,5.08,-0.67%,175.16M,0.27%,1.16B,1.69,1.62,89.30%,2.54%,11.76%,10.88B,1.37,-51.70%,3.40%,1.80,-16.49%,62.85,1.07,4.16%,5.20%,76.79,-26.23%,3.58,18.75,7.44%,12.10%,58.75 - 91.74,-18.14%,1.64,10.65,13.20%,5.50%,-26.77%,0.71,2.44%,0.50,22.90%,41.50%,14.35%,1.73,17200,0.70,-0.20%,16.90%,51.62,1.92% 2.88%,Yes,0.80,28.50%,14.60%,0.68,67.39,Yes,0.70,Aug 01 BMO,22.20%,2.46M,67.18,2.30,1.47%,0.63%,-8.83%,"1,674,034",-0.31%
77,MCO,Services , Business Services , USA,S&P; 500,38.99,4.35,0.40%,193.71M,-1.81%,32.83B,19.66,8.62,-21.19%,191.07M,-7.24%,844.60M,2.31,1.84,91.40%,1.31%,-1.61%,4.53B,7.25,184.30%,0.27%,3.34,3.62%,1.27,133.44,10.19%,12.60%,186.00,28.19%,7.31,23.18,16.85%,-,129.03 - 187.98,14.81%,1.76,27.99,5.00%,16.20%,-9.84%,1.09,1.04%,1.50,9.00%,71.40%,31.34%,2.67,12276,1.50,17.50%,42.70%,36.68,1.18% 1.57%,Yes,21.92,20.10%,24.10%,0.76,170.92,Yes,20.31,Jul 27 BMO,28.80%,750.00K,169.47,2.50,-4.03%,-3.57%,3.71%,"571,694",-0.85%
78,NDAQ,Financial , Diversified Investments , USA,S&P; 500,23.27,3.96,0.20%,166.01M,-0.93%,15.29B,17.44,5.28,-13.50%,134.11M,-2.49%,669.00M,1.89,1.15,79.00%,2.54%,2.06%,4.17B,3.67,496.30%,0.66%,3.89,15.47%,33.44,2.75,9.75%,4.90%,99.00,19.61%,3.83,24.08,12.30%,13.20%,71.65 - 96.19,19.88%,1.76,23.13,13.30%,7.60%,-4.25%,0.65,1.91%,0.90,4.90%,60.50%,28.54%,1.38,4069,0.90,3.30%,26.10%,44.48,1.43% 1.49%,Yes,0.69,11.70%,18.10%,0.67,92.56,Yes,0.56,Jul 25 BMO,34.80%,875.74K,92.10,2.50,-1.31%,-1.14%,8.74%,"582,870",-0.50%
79,NTAP,Technology , Data Storage Devices , USA,S&P; 500,24.58,3.36,0.10%,264.80M,-0.60%,21.84B,17.47,4.72,-51.62%,261.14M,0.05%,934.00M,1.64,0.80,98.50%,4.33%,16.68%,5.91B,3.69,87.10%,0.10%,3.81,36.00%,7.80,10.57,15.57%,0.80%,79.14,96.50%,20.36,4.05,15.00%,3.10%,37.55 - 83.60,49.08%,1.00,19.52,19.80%,22.40%,-1.35%,1.22,1.21%,1.90,-1.40%,62.60%,119.63%,1.85,10300,1.90,10.80%,19.00%,56.17,2.33% 2.38%,Yes,0.93,35.10%,1.30%,1.14,82.76,Yes,0.75,Aug 15 AMC,273.50%,2.97M,82.47,2.30,1.89%,4.29%,26.43%,"3,393,805",-0.35%
80,NEM,Basic Materials , Gold , USA,S&P; 500,20.62,1.54,0.30%,541.79M,-12.06%,17.23B,20.29,1.57,-5.34%,532.03M,-13.91%,824.00M,2.86,0.32,86.60%,1.31%,-19.88%,7.29B,2.36,389.70%,-0.33%,1.63,-18.46%,20.29,1.57,19.53%,0.80%,44.16,-11.10%,5.87,5.41,7.21%,1.50%,33.87 - 42.04,-15.25%,0.56,19.67,-20.40%,5.90%,-24.36%,0.27,1.76%,4.00,-5.90%,43.80%,-6.11%,0.85,12547,4.60,-11.40%,16.10%,15.71,3.31% 2.27%,Yes,0.38,42.70%,2.20%,2.57,33.94,Yes,0.38,Jul 26 BMO,140.90%,4.28M,31.80,2.40,-12.63%,-14.63%,-16.43%,"11,017,757",-6.31%
81,NLSN,Technology , Information & Delivery Services , USA,S&P; 500,19.68,1.33,0.30%,355.77M,20.23%,9.30B,19.69,1.33,-2.84%,353.70M,-14.68%,475.00M,0.78,0.24,-,7.84%,-16.32%,6.66B,1.40,7.40%,-1.21%,5.16,-20.71%,11.38,2.30,35.10%,2.20%,27.43,-36.13%,1.11,23.61,25.30%,8.80%,20.53 - 42.15,-28.16%,1.40,61.21,17.50%,7.40%,-37.97%,0.91,5.35%,1.20,4.00%,57.30%,27.37%,1.16,46000,1.20,0.20%,17.00%,52.29,4.56% 3.71%,Yes,2.14,-44.80%,5.60%,2.03,26.05,Yes,2.06,Jul 26 BMO,131.60%,5.37M,26.15,2.30,4.72%,-8.49%,-20.48%,"10,931,937",0.38%
82,JWN,Services , Apparel Stores , USA,S&P; 500,17.41,2.98,10.80%,164.17M,0.56%,8.51B,14.29,3.63,-1.88%,114.21M,-0.86%,504.00M,1.43,0.84,61.00%,13.11%,1.59%,15.69B,0.54,40.70%,0.83%,6.21,2.98%,6.38,8.13,4.73%,5.70%,52.88,16.12%,5.88,8.81,12.21%,50.10%,37.79 - 54.97,9.46%,1.48,25.88,-4.40%,16.60%,-5.66%,0.75,2.85%,0.40,5.00%,36.10%,37.22%,1.49,75000,1.10,6.20%,5.90%,48.44,2.84% 2.49%,Yes,2.56,36.90%,2.90%,1.52,54.88,Yes,2.50,Aug 16 AMC,53.50%,2.41M,51.86,2.90,-0.88%,-0.54%,6.54%,"3,666,033",-5.50%
83,NCLH,Services , Resorts & Casinos , USA,S&P; 500,15.04,3.46,0.60%,223.31M,6.21%,11.61B,10.11,5.14,-87.96%,220.08M,9.25%,793.50M,1.15,2.22,-,2.35%,-1.01%,5.54B,2.10,18.00%,0.20%,2.54,-11.74%,25.47,2.04,7.94%,5.70%,65.29,-9.54%,0.92,56.61,13.05%,14.70%,46.16 - 61.18,-2.40%,-,32.11,28.30%,8.50%,-15.05%,1.40,-,0.20,18.80%,43.80%,12.59%,1.14,31000,0.20,13.30%,20.10%,59.72,2.57% 2.17%,Yes,1.20,16.60%,15.00%,0.93,52.02,Yes,1.08,Aug 09 BMO,0.00%,2.03M,51.97,1.80,3.86%,3.90%,-3.47%,"1,886,095",-0.10%
84,ORLY,Services , Auto Parts Stores , USA,S&P; 500,23.15,14.03,0.40%,81.68M,2.11%,26.53B,18.45,17.61,-48.72%,81.54M,12.18%,1.19B,1.39,4.29,90.40%,2.97%,19.72%,9.27B,2.86,12.60%,0.13%,3.65,31.19%,4.71,68.95,10.65%,16.30%,329.16,65.69%,0.45,718.85,16.66%,239.70%,186.82 - 325.36,35.01%,-,23.99,20.50%,32.20%,-0.19%,0.96,-,0.10,7.70%,52.60%,73.83%,6.33,45440,0.90,7.20%,19.10%,72.41,1.96% 2.12%,Yes,8.45,38.10%,13.40%,1.03,323.27,Yes,8.45,Jul 25 AMC,0.00%,664.17K,324.75,1.90,5.77%,11.19%,26.03%,"683,965",0.46%
